Item,Binomial (Alphabetical),word1,word2,Sentence (alphabetical),Sentence (nonalphabetical),Prime (alphabetical),Prime (nonalphabetical),Prime (unrelated),Questions
506,happiness and warmth,happiness,warmth,Clarissa felt happiness and warmth whenever she hugged her mom.,Clarissa felt warmth and happiness whenever she hugged her mom.,NA,NA,NA,NA
507,hardships and trials,hardships,trials,They dealt with many hardships and trials with the product they were trying to launch.,They dealt with many trials and hardships with the product they were trying to launch.,NA,NA,NA,NA
508,head and shoulders,head,shoulders,The doctor looked at Ashley's head and shoulders because she said that both were bothering her.,The doctor looked at Ashley's shoulders and head because she said that both were bothering her.,NA,NA,NA,NA
509,head and tail,head,tail,There were white spots on the head and tail of the tiny dog.,There were white spots on the tail and head of the tiny dog.,NA,NA,NA,NA
510,head and teeth,head,teeth,"Both Vanessa's head and teeth were bothering her, so she took some medicine for the pain.","Both Vanessa's teeth and head were bothering her, so she took some medicine for the pain.",NA,NA,NA,NA
511,health and spirits,health,spirits,In order to improve their health and spirits the couple decided to go for long daily walks.,In order to improve their spirits and health the couple decided to go for long daily walks.,NA,NA,NA,NA
512,hearing and sight,hearing,sight,His grandma lost her hearing and sight so she needed to live in a nursing home.,His grandma lost her sight and hearing so she needed to live in a nursing home.,NA,NA,NA,NA
513,heart and mind,heart,mind,It took a long time for Sarah's heart and mind to recover after her husband died.,It took a long time for Sarah's mind and heart to recover after her husband died.,NA,NA,NA,NA
514,heart and soul,heart,soul,Excercising regularly is important for your heart and soul according to my mother.,Excercising regularly is important for your soul and heart according to my mother.,NA,NA,NA,NA
515,heart and soul,heart,soul,I invested my heart and soul in the charity that my father founded.,I invested my soul and heart in the charity that my father founded.,NA,NA,NA,NA
516,heart and soul,heart,soul,Richard put his heart and soul into teaching middle schoolers.,Richard put his soul and heart into teaching middle schoolers.,NA,NA,NA,NA
517,heir and son,heir,son,The king's heir and son went missing after the battle.,The king's son and heir went missing after the battle.,NA,NA,NA,NA
518,help and understanding,help,understanding,She appreciated Claire's help and understanding when it came to teaching John how to ride a bike.,She appreciated Claire's understanding and help when it came to teaching John how to ride a bike.,NA,NA,NA,NA
519,hesitate and readjust,hesitate,readjust,"As Joe carried a tall stack of boxes, he had to hesitate and readjust before he could go further.","As Joe carried a tall stack of boxes, he had to readjust and hesitate before he could go further.",NA,NA,NA,NA
520,hesitate and readjust,hesitate,readjust,Comments from his coach caused the student to hesitate and readjust before making the throw.,Comments from his coach caused the student to readjust and hesitate before making the throw.,NA,NA,NA,NA
521,hesitate and readjust,hesitate,readjust,Katie's mom warned her to hesitate and readjust so she wouldn't fall down when she ran excitedly to the playground.,Katie's mom warned her to readjust and hesitate so she wouldn't fall down when she ran excitedly to the playground.,NA,NA,NA,NA
522,history and identity,history,identity,Jonathon was unsure about the history and identity of the statue he saw in the park.,Jonathon was unsure about the identity and history of the statue he saw in the park.,NA,NA,NA,NA
523,honey and milk,honey,milk,Jack's mother gave him honey and milk in order to calm him after a nightmare.,Jack's mother gave him milk and honey in order to calm him after a nightmare.,NA,NA,NA,NA
524,horses and loons,horses,loons,At the zoo we saw horses and loons in their natural habitats.,At the zoo we saw loons and horses in their natural habitats.,NA,NA,NA,NA
525,horses and loons,horses,loons,Danny looked happily out the window at the horses and loons roaming the countryside.,Danny looked happily out the window at the loons and horses roaming the countryside.,NA,NA,NA,NA
526,horses and loons,horses,loons,The painting featured a natural landscape complete with horses and loons roaming freely.,The painting featured a natural landscape complete with loons and horses roaming freely.,NA,NA,NA,NA
527,horses and wagons,horses,wagons,"Instead of a car, they used horses and wagons to move their belongings to a new town.","Instead of a car, they used wagons and horses to move their belongings to a new town.",NA,NA,NA,NA
528,hostility and indifference,hostility,indifference,A lot of people feel hostility and indifference from large bureaucratic institutions.,A lot of people feel indifference and hostility from large bureaucratic institutions.,NA,NA,NA,NA
529,hotels and pensions,hotels,pensions,The company spent quite a lot of money on hotels and pensions throughout their years of business.,The company spent quite a lot of money on pensions and hotels throughout their years of business.,NA,NA,NA,NA
530,hours and miles,hours,miles,It takes many hours and miles to drive between Los Angeles and Santa Barbara.,It takes many miles and hours to drive between Los Angeles and Santa Barbara.,NA,NA,NA,NA
531,houses and shops,houses,shops,"The town is pretty small, so the houses and shops are really close to each other.","The town is pretty small, so the shops and houses are really close to each other.",NA,NA,NA,NA
532,humility and pride,humility,pride,It is hard to have both humility and pride when one is rich and famous.,It is hard to have both pride and humility when one is rich and famous.,NA,NA,NA,NA
533,husband and wife,husband,wife,Michelle was surprised to learn that the husband and wife were getting a divorce.,Michelle was surprised to learn that the wife and husband were getting a divorce.,NA,NA,NA,NA
534,husband and wife,husband,wife,"The couple was too young to be husband and wife, in their parents' opinion.","The couple was too young to be wife and husband, in their parents' opinion.",NA,NA,NA,NA
535,husband and wife,husband,wife,The elderly couple decided to renew their vows as husband and wife for their fiftieth anniversary.,The elderly couple decided to renew their vows as wife and husband for their fiftieth anniversary.,NA,NA,NA,NA
536,husband and wife,husband,wife,Because the husband and wife didn't love each other anymore they pondered going their separate ways.,Because the wife and husband didn't love each other anymore they pondered going their separate ways.,NA,NA,NA,NA
537,husbands and wives,husbands,wives,The counselor met with many husbands and wives throughout his long career.,The counselor met with many wives and husbands throughout his long career.,NA,NA,NA,NA
538,ice and snow,ice,snow,All of the ice and snow outside made Luis want to stay in all day.,All of the snow and ice outside made Luis want to stay in all day.,NA,NA,NA,NA
539,ice and water,ice,water,The kids went all over town to find ice and water since their air conditioner was broken.,The kids went all over town to find water and ice since their air conditioner was broken.,NA,NA,NA,NA
540,Illinois and Missouri,Illinois,Missouri,Sam argues that Illinois and Missouri are the best states to live in.,Sam argues that Missouri and Illinois are the best states to live in.,NA,NA,NA,NA
541,imagination and originality,imagination,originality,It takes a lot of imagination and originality to write a successful novel.,It takes a lot of originality and imagination to write a successful novel.,NA,NA,NA,NA
542,importance and validity,importance,validity,He questioned the importance and validity of the statements they were making.,He questioned the validity and importance of the statements they were making.,NA,NA,NA,NA
543,improvements and land,improvements,land,Timothy said that the hotel needed more improvements and land to be able to make enough money.,Timothy said that the hotel needed more land and improvements to be able to make enough money.,NA,NA,NA,NA
